packet_id,timestep,routing_mode,src,dst,path,hop_count,end_to_end_latency_ms,base_latency_ms,queuing_delay_ms,path_loss_prob,delivered,demand_gbps,size_bytes,bottleneck_avail_bw_gbps,max_congestion
1654,34,rl_agent,13,4,"[13, 9, 4]",2,17.100612948863876,15.5,1.6006129488638763,7.432804769269552e-05,True,0.05,1500,2.9421660813521253,0.7057833918647874
1655,34,rl_agent,6,0,"[6, 5, 2, 0]",3,27.766869745365213,26.0,1.766869745365213,0.0,True,0.05,1500,3.431290003042749,0.6568709996957252
1656,34,rl_agent,12,2,"[12, 7, 1, 2]",3,25.104739704977863,24.5,0.6047397049778631,0.0,True,0.05,1500,6.669692165422569,0.33303078345774306
1657,34,rl_agent,7,6,"[7, 1, 2, 5, 6]",4,36.482557361896085,35.25,1.2325573618960846,0.0,True,0.05,1500,5.000296405439136,0.49997035945608637
1658,34,rl_agent,5,9,"[5, 6, 5]",2,13.040692883169351,12.0,1.040692883169351,0.0,False,0.05,1500,4.9002964054391365,0.5099703594560864
1659,34,rl_agent,11,6,"[11, 6]",1,12.11370616575537,11.5,0.6137061657553708,0.0,True,0.05,1500,4.489514518049519,0.5510485481950481
1660,34,rl_agent,5,13,"[5, 6, 5]",2,13.083204693082944,12.0,1.0832046930829442,0.0,False,0.05,1500,4.800296405439137,0.5199703594560863
1661,34,rl_agent,6,0,"[6, 5, 2, 0]",3,27.864602894856418,26.0,1.864602894856418,0.0,True,0.05,1500,3.381290003042749,0.661870999695725
1662,34,rl_agent,11,9,"[11, 12, 7, 8, 9]",4,15.784110211088919,14.4,1.3841102110889185,0.0,True,0.05,1500,4.9577996444428045,0.5042200355557196
1663,34,rl_agent,12,2,"[12, 7, 1, 2]",3,25.13480498011239,24.5,0.6348049801123885,0.0,True,0.05,1500,6.56969216542257,0.343030783457743
1664,34,rl_agent,1,2,"[1, 2]",1,3.9094541512029997,3.75,0.15945415120299966,0.0,True,0.05,1500,7.582028243932992,0.24179717560670083
1665,34,rl_agent,12,2,"[12, 7, 1, 2]",3,25.154540903484655,24.5,0.654540903484655,0.0,True,0.05,1500,6.51969216542257,0.348030783457743
1666,34,rl_agent,5,2,"[5, 2]",1,10.840313854750804,10.5,0.34031385475080356,0.0,True,0.05,1500,5.9501577556194825,0.40498422443805177
1667,34,rl_agent,1,0,"[1, 0]",1,6.882743827012243,6.5,0.3827438270122432,0.0,True,0.05,1500,5.664157422570853,0.43358425774291465
1668,34,rl_agent,8,1,"[8, 3, 0, 1]",3,27.95103823818139,24.0,3.9510382381813898,0.061194883081611695,True,0.05,1500,1.340551375103006,0.8659448624896994
1669,34,rl_agent,10,4,"[10, 5, 4]",2,11.857717542979707,11.25,0.6077175429797066,0.0,True,0.05,1500,6.006972081402003,0.3993027918597998
1670,34,rl_agent,11,7,"[11, 10, 11]",2,7.295464339248162,4.0,3.295464339248162,0.019967505681221964,False,0.05,1500,2.3280370200326947,0.7671962979967305
1671,34,rl_agent,10,8,"[10, 11, 10]",2,7.488255765091936,4.0,3.488255765091936,0.02631026519410362,False,0.05,1500,2.228037020032695,0.7771962979967305
1672,34,rl_agent,5,4,"[5, 4]",1,4.089352599219036,3.75,0.33935259921903604,0.0,True,0.05,1500,5.956972081402002,0.4043027918597998
1673,34,rl_agent,9,7,"[9, 8, 7]",2,7.759128268088855,6.9,0.8591282680888543,0.0,True,0.05,1500,4.907799644442805,0.5092200355557195
1674,34,rl_agent,5,1,"[5, 2, 0, 1]",3,28.24696368264498,26.5,1.7469636826449815,0.0,True,0.05,1500,3.3312900030427492,0.666870999695725
